100,10,0.0340039730072,5.96046447754e-06
100,10,0.0228209495544,4.05311584473e-06
100,10,0.0166640281677,5.00679016113e-06
1000,10,0.128311157227,5.00679016113e-06
1000,10,0.109056949615,5.96046447754e-06
1000,10,0.131484985352,7.15255737305e-06
10000,10,2.16576981544,1.78813934326e-05
10000,10,2.40026688576,1.19209289551e-05
10000,10,1.77692294121,2.19345092773e-05
50000,10,34.9160649776,9.51290130615e-05
50000,10,38.4460580349,0.000159025192261
50000,10,38.3297541142,5.00679016113e-05
10000,10,2.07688593864,1.59740447998e-05
10000,10,1.67470598221,2.28881835938e-05
10000,10,2.38686990738,1.31130218506e-05
10000,50,1.99975800514,3.50475311279e-05
10000,50,1.81508088112,2.09808349609e-05
10000,50,2.16857814789,1.4066696167e-05
10000,100,1.58906507492,2.59876251221e-05
10000,100,1.76475691795,3.69548797607e-05
10000,100,2.35920906067,9.05990600586e-06
10000,200,2.01335120201,2.98023223877e-05
10000,200,2.45336794853,1.12056732178e-05
10000,200,2.03600716591,2.90870666504e-05
10000,400,1.73211789131,3.21865081787e-05
10000,400,2.40409111977,1.21593475342e-05
10000,400,2.02529096603,2.28881835938e-05
10000,800,2.39254593849,1.59740447998e-05
10000,800,2.21302223206,1.69277191162e-05
10000,800,2.0633430481,2.88486480713e-05
10000,1000,2.00865697861,1.78813934326e-05
10000,1000,2.09187793732,2.69412994385e-05
10000,1000,1.9868490696,2.40802764893e-05
10000,5000,2.23687505722,2.121925354e-05
10000,5000,2.13124990463,2.59876251221e-05
10000,5000,2.4655110836,1.78813934326e-05